icd,Latin
Q87,"Robinow syndrome, autosomal dominant type II"
Q87,"Robinow syndrome, autosomal dominant type III"
P78,genus nascitur controversia nati secretoriorum sodium VIII
Q80,"Intrapelvicorum ORGANUM solvuntur, susceptibilitatem, II"
P70,"Diabete Mellitus, PERMANENTIUM neonatales; PNDM"
Q04,"X coniunctum intellectualis vitium, Najm genus"
G71,Corpora cum Pat desmin actis myopathy
P78,sodium nascitur controversia nati secretoriorum type III
E23,Gonadotropina domesticam inopiam idiopathica
E72,VITIUM phosphoserine Gossypium; PSPHD
A98,Crimean hemorrhagic febrem [CHF Congum versus virus]
Q87,"Lagophthalmia syndrome, foramine labium et palatum"
H47,"Nervus opticus capitis xviii, inter binas Civitates congenita"
Q14,"Nervus opticus capitis xviii, inter binas Civitates congenita"
G12,"Atrophia muscularis, medullis spinalibus, media"
Q87,X coniunctum mentis retardatio Renpenning genus
E75,"Osteochondrosis Gerold, Neuronal, Parry Type"
E75,neuronal ceroid lipofuscinosis Parrius type IV
J32,(Sinusitis maxillae) seu (antritis longis)
H49,Laesio paralytico: Confide Strabismus (inordinatio)
G20,autosomal dominant Parkinson morbo type IV
G31,Alpers progressu infans poliodystrophy
G31,Alpers 'morbus causa degeneratum vel griseo-
G71,LATE-related musculus naturaliter dystrophy
C57,"Neoplasma malignum ligamentum teres uteri,"
H53,alius lineam n tenebris adaptive (inordinatio)
E23,desolatus aliorum congenita defectus gonadotropin
C16,malignum in ventrem n antrum
C57,telae lig.latumuteri malignum
K04,longis apice periodontitis NOS (inordinatio)
E75,Galcherum Morbus quoque pestifer Longos Neuronopathic Type
E83,forma classic signa hemochromatosis
Q82,Congenita Telangiectatic ERYTHEMA syndrome
G47,consurgant somno turbatos arcu distulit tempus
G24,Idiopathic non-oeconomicam dystonia (inordinatio)
G24,Symptomatic torsionis purgatarum n dystonia (inordinatio)
C24,Neoplasma malignum ampulla hepatopancreatic
Q78,autosomal dominant Albert-morbo Schonbergius
Q78,"Osteopetrosis, autosomal recessive VI; OPTB6"
Q78,"Osteopetrosis, autosomal recessive VII; OPTB7"
G11,X-consociata tremor fragilis / ataxia syndrome
E78,"Princeps densitate lipoprotein defectus, I Typus"
D68,Antecedens defectus plasma thromboplastin
E75,XIII neuronal ceroid lipofuscinosis Kufs genus
E74,Debitum ad defectum acidum Glicogenosis maltase
E83,per familiam benignae hypocalciuric hypercalcemia
M25,Hemarthrosis in pelvis regione et femur
E23,semel defectum incrementum hormone rem domesticam nouerant
D69,"Platelet Fibrinogen receptor, Deficientia"
H65,"acuta, non media, suppurative otitis - tunica"
E77,Neuraminidase / Beta-galactosidase Expression
H35,secundarium pigmentary degeneratum retinae
E16,Tumor Glucagon-producens Neuroendocrine
L51,"Dermatostomatitis, ERYTHEMA multiforme genus"
Q13,"Crus breve dwarfism syndrome Petri anomaliae mediae,"
D68,VITIUM IN THROMBOPHILIA TO thrombin; THPH1
E07,glandulae defectu virtutis formativae in hormonogenesis 2B
H65,Non n suppurative otitis media (inordinatio)
G90,Picea ad multa ratio ATROPHIA I
C18,Neoplasma malignum lienalis flexione colonia ab
C18,sigmoid colonia maligna tumore (inordinatio)
Q76,ceruicis vertebram a naturali synostosis
E83,"HYPOPHOSPHATEMIC rickets, X PRAEVALENS JUNCTUS"
E74,hepatophosphorylase defectus Glicogenosis
I67,intracraniale arteriarum ductus LAQUEUS
C60,corpore malignus tumore pene (morbi)
D69,"IIb defectus glycoprotein universa Thomas,"
I77,Racemosae aneurisma praecipui (morphologic deprauationem)
E78,per familiam gregis mixti hyperlipidemia (inordinatio)
Q56,Sexus indeterminatus et pseudohermaphroditismus
G11,"DENTATORUBRAL, PALLIDOLUYSIAN ATROPHIA, DRPLA"
G12,Musculus ATROPHIA coniunctum X bulbi atque Medulla Theologiae Moralis Herm
G23,pigmentary pallidal degeneratum (inordinatio)
Q87,Quod haereditarium Progressive arthroophthalmopathy
C84,Cutaneous Lymphom-T / Angiospermae fungoides
C84,Fungi fungoides (morphologic deprauationem)
G72,Myopathy ad oras ambiit vacuoles hallucis longus (DMRV)
D84,"Quod haereditarium non histamine angioedema adductus,"
Q87,X Shashi coniunctum mentis retardatio syndrome
F71,"X coniunctum mentis retardatio, cum spasticity"
Q74,Condrodisplasia pluribus CONVOLSUM
G98,Aut alternos esse hemiplegia I statu pueritiae; AHC1
I42,Vocatus est secundarium Dilated cardiomyopathy
E78,"Hyperlipemia, Idiopathic, Burger, Grutz Type"
G12,Ego genus paternum motricium neuropathia proximalis
I44,Reliquit bundle genere hemiblock NOS (inordinatio)
P84,Liveborn de asphyxia peperit NOS (inordinatio)
H50,Divergent dis Strabismus (inordinatio)
E71,Carnitine PALMITOYLTRANSFERASE ego VITIUM
Q78,Iaponica genus spondylometaphyseal DYSPLASIA
Q78,"Metaphyseal Condrodisplasia, McKusick genus"
E76,"Mucopolysaccharidosis, MPS-B-III (inordinatio)"
E76,Alpha-N-Salmo-D-GLUCOSAMINIDASE VITIUM
E88,IV genus generalius naturali lipodystrophy
E88,I naturali genus generalius lipodystrophy
E88,II genus generalius naturali lipodystrophy
E88,III genus generalius naturali lipodystrophy
Q85,"Homo 17q11.2 deletionem syndrome, 1.4MB"
Q93,"Homo 16p11.2 deletionem syndrome, 220kb"
C62,Testium germinis tumor non-cell seminomatous
D61,amegakaryocytic naturali thrombocytopenia
E70,albinism sensorineural oculorum et rupisti surditatem
H35,pericentralibus dominatur pigmentary retinopathy
Q80,autosomal recessive controversia nati I Ichthyosis
G24,"II defectus syndrome, rarum pueritia GLUT1"
G47,media nascantur hypoventilation syndrome
Q80,autosomal recessive controversia nati V Ichthyosis
Q80,autosomal recessive naturali Ichthyosis VIII
Q80,autosomal recessive naturali Ichthyosis IX
Q80,autosomal recessive naturali VI Ichthyosis
Q80,autosomal recessive naturali Ichthyosis VII
E71,combined malonic et methylmalonic acidemia
Q80,autosomal recessive naturali Ichthyosis II
Q80,autosomal recessive naturali Ichthyosis III
H90,autosomal recessive nonsyndromic surditas II
H90,autosomal recessive nonsyndromic surditas IX
H90,autosomal dominant nonsyndromic XI surditas
H90,autosomal dominant nonsyndromic XII surditas
H90,autosomal dominant nonsyndromic X surditas
H90,autosomal dominant nonsyndromic XVI surditas
H90,autosomal dominant nonsyndromic XIII surditas
H90,autosomal dominant nonsyndromic XV surditas
H90,autosomal recessive nonsyndromic surditas VII
H90,autosomal recessive nonsyndromic surditas VIII
H90,autosomal dominant nonsyndromic LVIII surditas
H90,autosomal dominant nonsyndromic surditas LXIV
H90,autosomal dominant nonsyndromic LIX surditas
H90,autosomal dominant nonsyndromic surditas LXVII
H90,autosomal dominant nonsyndromic surditas LXVIII
H90,autosomal dominant nonsyndromic LXV surditas
H90,autosomal dominant nonsyndromic LXVI surditas
H90,autosomal dominant nonsyndromic LXX surditas
H90,autosomal dominant nonsyndromic LXIX surditas
H90,autosomal recessive nonsyndromic surditas III
H90,autosomal dominant nonsyndromic XX surditas
H90,autosomal dominant nonsyndromic XXI surditas
H90,autosomal dominant nonsyndromic XVII surditas
H90,autosomal dominant nonsyndromic XVIII surditas
H90,autosomal dominant nonsyndromic XXIV surditas
H90,autosomal dominant nonsyndromic XXV surditas
H90,autosomal dominant nonsyndromic XXII surditas
H90,autosomal dominant nonsyndromic XXIII surditas
H90,autosomal dominant nonsyndromic surditas 2A
H90,autosomal dominant nonsyndromic surditas 2B
H90,autosomal dominant nonsyndromic XXVII surditas
H90,autosomal dominant nonsyndromic XXVIII surditas
H90,autosomal dominant nonsyndromic XXXIII surditas
H90,autosomal dominant nonsyndromic XXXVI surditas
H90,autosomal dominant nonsyndromic XXX surditas
H90,autosomal dominant nonsyndromic XXXI surditas
H90,autosomal dominant nonsyndromic surditas 3A
H90,autosomal dominant nonsyndromic surditas 3B
E23,semel defectum incrementum hormone type III
H90,autosomal recessive nonsyndromic surditas IV
H90,autosomal recessive nonsyndromic V surditas
H90,autosomal recessive nonsyndromic VI surditas
C64,Mucinous tubulosae fusosque legam cell carcinoma
H90,autosomal dominant nonsyndromic XL surditas
H90,autosomal dominant nonsyndromic surditas XLI
H90,autosomal dominant nonsyndromic XLVII surditas
H90,autosomal dominant nonsyndromic XLVIII surditas
H90,autosomal dominant nonsyndromic XLIII surditas
H90,autosomal dominant nonsyndromic XLIV surditas
H90,autosomal dominant nonsyndromic 4a surditas
H90,autosomal dominant nonsyndromic surditas 4B
H90,autosomal dominant nonsyndromic surditas XLIX
H90,autosomal dominant nonsyndromic LI surditas
H90,autosomal dominant nonsyndromic surditas LII
H90,autosomal dominant nonsyndromic L surditas
H90,autosomal dominant nonsyndromic surditas LVI
H90,autosomal dominant nonsyndromic LIII surditas
H90,autosomal dominant surditas hominis LIV nonsyndromic
Q77,rhizomelic Condrodisplasia punctata type II
Q77,rhizomelic Condrodisplasia punctata type III
G11,X-consociata tremor fragilis / ataxia syndrome
E71,carnitine palmitoyltransferase mihi deest
Q77,rhizomelic Condrodisplasia punctata type I
E83,"HYPOPHOSPHATEMIC rickets, autosomal dominant"
D69,"Glanzmann Thrombasthenia, autosomal dominant"
I68,"Amyloidosis, Cerebroarterial, Icelandic Type"
E85,"Amyloidosis, Cerebroarterial, Icelandic Type"
Q78,"Spondylometaphyseal Dysplasia, Japanese Type"
I70,Arteriosclerotic vascularium morbus (inordinatio)
Q80,autosomal recessive naturali Ichthyosis 4B
E76,N-IV-sulfatase defectus acetylgalactosamine
E76,Acetylgalactosamine-N-IV-defectus Sulfatase
G71,"Congenita myotonia, forma autosomal dominant"
I71,Vertebrae thoracicae ostium ruptis aneurisma praecipui (inordinatio)
C49,Neoplasma malignum Rhabdoid Prima autem apparet ingenium
C49,Rhabdoid Tumour in systematis nervosi centralis
C84,Positivum CD30 Anaplastic magna Lymphom
C84,I anaplastic magno Ki-positivum Lymphom
J44,Morbus pulmonis obstructivus chronicus (COPD)
K11,IgG4 ex actis et dacryoadenitis sialadenitis
K86,Exocrina pancreatis; insufficientiam (inordinatio)
B57,Chagas 'organum morbo et aliis involvement
C15,Tertio maligna tumore Distal gulam
Q20,Proventum carneae duplici nn (inordinatio)
C63,ductus deferens maligna tumore (inordinatio)
H10,CONIUNCTIVITIS longos folliculorum (inordinatio)
E79,Sine Hippuric Aciduria megaloblastic anemia
B86,infestationes a Sarcoptes scabiei hominis subsp
E71,Acidum isovaleric Salmo dehydrogenase
E31,multa endocrinarum neoplasia syndrome type I
R95,Ex causa subita morte specificae in infantia
D44,multa endocrinarum neoplasia syndrome type I
Q93,"Triticum 1q21.1 LITURA SYNDROME: 1.35 MB,"
Q40,"Congenita illis infantilis vel districtione, pyloron"
H49,Musculus obliquus superior Innervation inordinatio
H05,orbita mobili ex inflammatione chronica correptis NOS (inordinatio)
Q20,omnino venas magna transpositio
L94,localized scleroderma (inordinatio) [ambigua]
N77,Ulcera vulvae salubre est in morbum Due (inordinatio)
N76,Ulcera vulvae salubre est in morbum Due (inordinatio)
E71,"VITIUM carnitine, systemica PRIMARIUM, CDSP"
Q87,"Brocks-vicis-Branchiootorenal, velut Domini High Definition"
Q61,"Polycystic renibus morbo, ii infantiles, Type I"
G71,"MYOPATHY, X IUNCTUS intemperanter autophagy"
E85,"CIRCUMSCRIPTUS CALOR, oeconomicam autosomal dominant"
Q87,Muenke Nonsyndromic coronae Craniosynostosis
D81,thymic DYSPLASIA in normalis immunoglobulins
N88,hypertrophic elongationem ceruicem (inordinatio)
D89,Policlonal hypergammaglobulinemia (inordinatio)
I25,"Arteriosclerotic cardiovascular morbus, NOS"
I70,"Arteriosclerotic cardiovascular morbus, NOS"
E83,de phosphoro metabolismi inordinatio (inordinatio)
D48,Neoplasma malignum colorectal ex hereditario nonpolyposis
D48,colonia cancer polyposis haereditarium non-type I
D48,HNPCC - colonia cancer hereditarium nonpolyposis
C19,Tumor ex maligno Rectosigmoid adiunctae
C72,porus acusticus maligna tumore vestibular
H18,periphericis degeneratum corneae (inordinatio)
C31,sphenoidale maligna tumore sinus (inordinatio)
H34,De LAQUEUS pede vena sive partiales (inordinatio)
C73,Š • € hibitisque Ð³Ð¾Ñ neopl malignum glandulae thyroideae
H18,ligamentum incantationem membrana dystrophy type II
H18,Cornea dystrophy ad genus Sagittarius Peritus iacuit II
Q87,"Facio, auriculo vertebralis-spectro (inordinatio)"
B67,Echinococcus granulosus infectio (inordinatio)
B67,Echinococcus granulosus infectio thyreoideae
J04,LARYNGITIS acutae cum obstructione (inordinatio)
C92,"Myeloid SARCOMA sine remissione,"
G11,Ataxia Cerebellar autosomal dominant; Typus II
Q87,mandibulofacial dysostosis cum microcephaly
L60,nonsyndromic clavus congenita inordinationem type I
G11,"Musculus Fiber continua Activity, haereditarium"
G11,VII occrebellaris ataxia autosomal recessive
E74,Glycogen repono morbum type IV (inordinatio)
H35,Iuvenalibus vitelliform macula-impetu dystrophy
D65,Coagulatio intravascularis disseminata (phase)
H16,Verno platanus CONIUNCTIVITIS (inordinatio) [ambigua]
H10,Verno platanus CONIUNCTIVITIS (inordinatio) [ambigua]
I65,De LAQUEUS et stenosis arteriarum precerebral
I05,ARTICULARIS et mitral CYMBALON ibi morbus (inordinatio)
C76,Neoplasma malignum thoracis specificatarum trunci
C56,ovarium mullerian mixta maligna tumore
C45,pericardium edere aspersos maculis fere mesothelioma (morbus)
M11,cum dura matre hyperostosis hyperphosphatemia
M11,prima hyperphosphatemic Tejido calcinosis
H18,Schnyder sine crystalla sive crystallini dystrophy
H18,"Cornea DYSTROPHIA, posterior INEFFIGIATUS; PACD"
H18,"FranC'ois Neetens arietes varios, cornea dystrophy"
H18,François-punctatum Neetens cornea dystrophy
C24,malignum extrahepatic duct
Q75,"acrofacial dysostosis, a syndrome Rodriguez"
Q87,"Syndrome-digital vultus, oris, genus Gabrielli"
Q93,"Triticum 16p11.2 LITURA alveolaris, CCXX-MB"
Q92,Triticum 22Q11.2 Microduplication Domini High Definition
G60,hereditarium motoricas sensilesque neuropathia IIA1
G60,hereditarium motoricas sensilesque neuropathia IIA2
E70,Platelet et manu oculocutaneous albinism
C53,Plattenepithelkarzinom cervicis (inordinatio)
G71,Impar deperditionem DNA genus XI Domini High Definition
G31,8 a mitochondrial DNA deperditionem syndrome genus
E88,XIII mitochondrial DNA deperditionem syndrome genus
L40,Psoriasis palmarum et / vel inferioribus pedum partibus
E79,adenine defectus phosphoribosyltransferase
C81,Linfocito Rich Classical Atlas Hodgkin scriptor Lymphoma
C81,Linfocito Rich-Classical Atlas Hodgkin scriptor Lymphoma
C81,"Hodgkin scriptor morbus, n lymphocytic deperditionem"
G31,Musculus ATROPHIA et intellectualis vitium
G31,"Mentis retardatio, X Linked, et HYPOTONIA"
E03,Musculus ATROPHIA et intellectualis vitium
E03,"Mentis retardatio, X Linked, et HYPOTONIA"
G60,"GENUINUS Charcot-Marie morbum axonal, 2P EXEMPLUM"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2Q"
G60,"Dens Mariae, Charcot Morbus quoque pestifer axonal: 2y Type"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2U"
G60,"GENUINUS Charcot-Marie morbum axonal, 2L EXEMPLUM"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2s"
G60,"GENUINUS Charcot-Marie morbum axonal, 2N EXEMPLUM"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2 '"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2O"
G60,"Charcot dens Mariae, morbum axonal, Type 2C"
D02,"Laryngea gradu 0 v6 AJCC Cancro, v7, et V8"
D75,prima solum et congenita nobis familiaria polycythemia
K00,Imperfecta Amelogenesis: 1a Hypoplastic Type
C00,"inferiore malignum labii, aspect"
C72,De systematis nervosi centralis malignum
E27,Prima vetustas est sufficiens adrenocortical
L12,Iuvenalibus DERMATITIS herpetiformis (inordinatio)
C81,"Hodgkin lymphoma, lymphocyte-dives (inordinatio)"
E26,"Bartter syndrome, Type III: In Hypocalciuria"
J11,influenza et non-existentia respiratoriorum
E75,"Delige, Niemann Morbus quoque pestifer acutis item cm"
G71,coenzyme Q-C vulgare defectum Cytochrome
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2i"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2 I"
G60,"Charcot dens Mariae, morbum axonal, Type 2B"
G60,"Charcot dens Mariae, morbum axonal, Type 2F"
G60,"Charcot neuronal morbo typus 2D dens Mariae,"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2D"
G60,"GENUINUS Charcot-Marie morbum axonal, EXEMPLUM 2R"
G60,"GENUINUS Charcot-Marie morbum axonal, 2H EXEMPLUM"
G60,"Charcot dens Mariae, morbum axonal, Type 2E"
K00,"Imperfecta Amelogenesis, Hypoplastic Type 1F"
Q78,Homo 11p11.2 deletionem syndrome-91.3 MB
N30,CYSTITIS longos interstitialibus NOS (inordinatio)
D09,Morbositates vesicae Gradus altitudinis Intraurothelial neoplasia
C81,Mixta Cellularity Classical Atlas Hodgkin lymphoma
D35,Non secretoriorum adenoma ad infundibulum
Q87,"Cutis BEARE, STEVENSON GYRATA hominis; BSTVS"
Q87,Cutis receptaculi ursi de Gyrata Domini High Definition and Stevenson
H34,Arteriae pede genere LAQUEUS (inordinatio)
Q76,SPONDYLOCARPOTARSAL SYNOSTOSIS hominis; BKN
D61,"AMEGAKARYOCYTIC thrombocytopenia, Congenita"
D58,rara geneticae constitutionalis hemolytic anemia
Q84,nonsyndromic congenita inordinationem clavus genus VII
D81,Multa nigra Defectus primaeva Conflictu
E53,Multa nigra Defectus primaeva Conflictu
H05,SEDITIOSUS pseudotumor orbita mobili ex (inordinatio)
Q85,"Neurofibromatosis, Type IV: DE Ricardorum; NF4"
E75,glucosylceramide glucosidase beta-defectus
D36,plasmablastic multicentric morbo Castleman
Q81,"Epidermólisis vesicular simplex, herpetiformis"
E78,"Cardioskeletal myopathy neutropenia syndrome,"
E71,"Cardioskeletal myopathy neutropenia syndrome,"
I70,Arteriolosclerosis (morphologic deprauationem)
C57,maligna tumore tubarum uterinarum tubi (inordinatio)
C12,Fossa maligna tumore pyriforme (inordinatio)
D35,Hydrastis de prolactin CONDITUS Adenoma
E22,Hydrastis de prolactin CONDITUS Adenoma
E22,Inconueniens Antidiuretic hormone excremento
E22,Enterococcus Vasopressin Solanaceae Adhuc Excessum
E70,Autoline digenic syndrome / oculorum albinism
C49,Myxoid liposarcoma (morphologic deprauationem)
G71,scapuloilioperoneal cum Atrophia cardiopathy
C96,Herpesvirus hominis Interdigitating dendritic cell / Angiospermae
H35,"Retinitis pigmentosa: Juvenile, Lrat-Related"
N87,ceruicis intraepithelial neoplasia sum [I CIN]
E83,NOS autem aeris metabolismi inordinatio (inordinatio)
Q04,"Olivopontocerebellar hypoplasia, Foetus-CONREPTIO"
E83,rara sunt natae ex errore magnesium ion onerariis
G11,"III SPASTICUS ataxia, autosomal recessive; SPAX3"
G11,"IV SPASTICUS ataxia, autosomal recessive; SPAX4"
G11,"II SPASTICUS ataxia, autosomal recessive; SPAX2"
G11,"V SPASTICUS ataxia, autosomal recessive; SPAX5"
G71,"TOROSUS DYSTROPHIA, Congenita, LMNA agnatis,"
E72,Creatine cerebri defectus syndrome type II
B37,Candidiasis cutis et ungues ex NOS (inordinatio)
A19,Tuberculosis miliaris disseminata (inordinatio)
Q81,Epidermólisis vesicular simplicem localised genus
Q81,"Oswald Cockayne Epidermólisis vesicular simplicem Orff,"
C45,"peritonaei mesothelioma (morbo), maligna"
